Sample_Type,RNA_File_ID,RNA_File_Name,Case_ID,Sample_ID,RNA_Sample_ID,Slide_Sample_ID,Slide_ID,Slide_File_Name
Primary Tumor,8f533c0b-d05f-4edb-9792-770d5577e7a7,96b44e28-67a2-4781-a85b-c82fe528157d.FPKM-UQ.txt.gz,TCGA-A2-A0EV,TCGA-A2-A0EV-01,TCGA-A2-A0EV-01A,TCGA-A2-A0EV-01Z,TCGA-A2-A0EV-01Z-00-DX1,TCGA-A2-A0EV-01Z-00-DX1.EA8C5594-BA4F-47A8-949B-D536E00E62C9.svs
Primary Tumor,ee6b6ed6-ecc3-4aba-b8de-ea9d5343fb63,28973531-fd03-4f86-8cf5-4c6941560c37.FPKM-UQ.txt.gz,TCGA-A2-A0EW,TCGA-A2-A0EW-01,TCGA-A2-A0EW-01A,TCGA-A2-A0EW-01Z,TCGA-A2-A0EW-01Z-00-DX1,TCGA-A2-A0EW-01Z-00-DX1.F24495CB-63D8-483F-9834-F761E3F16BF0.svs
Primary Tumor,b275fbf3-e149-4c49-807d-f2d7d236ad87,fa43e80b-8b46-43d6-aaed-389cc4d535f6.FPKM-UQ.txt.gz,TCGA-A2-A0EX,TCGA-A2-A0EX-01,TCGA-A2-A0EX-01A,TCGA-A2-A0EX-01Z,TCGA-A2-A0EX-01Z-00-DX1,TCGA-A2-A0EX-01Z-00-DX1.F4C293E9-9BB2-48A1-8080-5F3082E219C5.svs
Primary Tumor,85587272-8f2c-4e30-901d-6cf02da6907d,70a755a4-250e-4b5c-a341-a63f1ff430ae.FPKM-UQ.txt.gz,TCGA-A2-A0EY,TCGA-A2-A0EY-01,TCGA-A2-A0EY-01A,TCGA-A2-A0EY-01Z,TCGA-A2-A0EY-01Z-00-DX1,TCGA-A2-A0EY-01Z-00-DX1.2F2428B3-0767-48E0-AC22-443C244CBD16.svs
Primary Tumor,9fba1245-5dcc-4034-9a22-440e57558270,d70033a1-9000-493f-9474-6e9e3f47b851.FPKM-UQ.txt.gz,TCGA-A2-A0ST,TCGA-A2-A0ST-01,TCGA-A2-A0ST-01A,TCGA-A2-A0ST-01Z,TCGA-A2-A0ST-01Z-00-DX1,TCGA-A2-A0ST-01Z-00-DX1.AE05A5DB-4861-40DE-B0F5-7955FC903A96.svs
Primary Tumor,1b2db197-c17f-4772-9317-8d5db661c0c6,509529b1-8dbc-4abd-a037-84fa6c48575a.FPKM-UQ.txt.gz,TCGA-A2-A0SU,TCGA-A2-A0SU-01,TCGA-A2-A0SU-01A,TCGA-A2-A0SU-01Z,TCGA-A2-A0SU-01Z-00-DX1,TCGA-A2-A0SU-01Z-00-DX1.22420EE2-4FEB-42F3-9547-4739F0F73D50.svs
Primary Tumor,232c02a5-1b6f-49e3-bbf0-ac8b0716063a,71c3f9c6-9226-4a8f-910a-3cee62dbeb3c.FPKM-UQ.txt.gz,TCGA-A2-A0SV,TCGA-A2-A0SV-01,TCGA-A2-A0SV-01A,TCGA-A2-A0SV-01Z,TCGA-A2-A0SV-01Z-00-DX1,TCGA-A2-A0SV-01Z-00-DX1.F5645E47-3540-4753-AF5D-F5709BD8DFC1.svs
Primary Tumor,9542996e-cae3-4652-ade3-ec5e40028950,aee34477-7bfd-46c3-88a8-f3e7338a8444.FPKM-UQ.txt.gz,TCGA-A2-A0SW,TCGA-A2-A0SW-01,TCGA-A2-A0SW-01A,TCGA-A2-A0SW-01Z,TCGA-A2-A0SW-01Z-00-DX1,TCGA-A2-A0SW-01Z-00-DX1.E1EA0407-B831-4D75-826E-80B82B821797.svs
Primary Tumor,7c0d76b9-c842-45a8-8ce4-193faf9adcd4,111d998f-4133-436a-9990-64cb293a986e.FPKM-UQ.txt.gz,TCGA-A2-A0SX,TCGA-A2-A0SX-01,TCGA-A2-A0SX-01A,TCGA-A2-A0SX-01Z,TCGA-A2-A0SX-01Z-00-DX1,TCGA-A2-A0SX-01Z-00-DX1.219A994C-8974-4458-98FA-FB1F14868E04.svs
Primary Tumor,f12caa5c-bdbf-416c-8bb9-f1775724606e,5d6adefb-ceda-4ef2-a6b9-8077fd618ae6.FPKM-UQ.txt.gz,TCGA-A2-A0SY,TCGA-A2-A0SY-01,TCGA-A2-A0SY-01A,TCGA-A2-A0SY-01Z,TCGA-A2-A0SY-01Z-00-DX1,TCGA-A2-A0SY-01Z-00-DX1.279A5479-E183-4F79-AF40-50BF1834BA4A.svs
Primary Tumor,9d1367c2-b6ff-4aa9-83c3-8e256919d9b8,d9b4ed1e-39fe-4378-a9f8-f5f74a284c57.FPKM-UQ.txt.gz,TCGA-A2-A0T0,TCGA-A2-A0T0-01,TCGA-A2-A0T0-01A,TCGA-A2-A0T0-01Z,TCGA-A2-A0T0-01Z-00-DX1,TCGA-A2-A0T0-01Z-00-DX1.51F904DA-A4B5-4451-8AEF-58E7EF7651DB.svs
Primary Tumor,0c00aa62-1008-4e0e-ad51-5ac8c0f60f6f,cadaaf79-d226-4eb9-a4ef-64cda5a1fe3e.FPKM-UQ.txt.gz,TCGA-A2-A0T1,TCGA-A2-A0T1-01,TCGA-A2-A0T1-01A,TCGA-A2-A0T1-01Z,TCGA-A2-A0T1-01Z-00-DX1,TCGA-A2-A0T1-01Z-00-DX1.CD1E9C46-18A3-466B-AA0B-24F3055FA851.svs
Primary Tumor,1f280bae-35eb-4efa-bd97-f13d8139bc9c,e7dd2f36-adee-4be2-ae3c-39d7664055e2.FPKM-UQ.txt.gz,TCGA-A2-A0T2,TCGA-A2-A0T2-01,TCGA-A2-A0T2-01A,TCGA-A2-A0T2-01Z,TCGA-A2-A0T2-01Z-00-DX1,TCGA-A2-A0T2-01Z-00-DX1.29A5C4C8-6AE8-44EE-98C2-ACBCBFBE9D60.svs
Primary Tumor,da1088f8-9625-4654-b640-8e84589ec177,c8f22456-214f-4648-bf99-c2addece6502.FPKM-UQ.txt.gz,TCGA-A2-A0T3,TCGA-A2-A0T3-01,TCGA-A2-A0T3-01A,TCGA-A2-A0T3-01Z,TCGA-A2-A0T3-01Z-00-DX1,TCGA-A2-A0T3-01Z-00-DX1.5E96BC87-F4FB-4ABA-8D81-FAB7F4A80661.svs
Primary Tumor,0e3a90de-53f4-4677-9da4-a30efb3c4faa,71857763-8175-4a80-8bf4-ebf3c5018151.FPKM-UQ.txt.gz,TCGA-A2-A0T4,TCGA-A2-A0T4-01,TCGA-A2-A0T4-01A,TCGA-A2-A0T4-01Z,TCGA-A2-A0T4-01Z-00-DX1,TCGA-A2-A0T4-01Z-00-DX1.AC61ED08-2E42-4D4A-BB81-746D3FEBB653.svs
Primary Tumor,05dcd3b4-21c7-4c64-8bc7-db1e69572fc5,22c16f46-950f-4389-bb16-b5cec4d8b94e.FPKM-UQ.txt.gz,TCGA-A2-A0T5,TCGA-A2-A0T5-01,TCGA-A2-A0T5-01A,TCGA-A2-A0T5-01Z,TCGA-A2-A0T5-01Z-00-DX1,TCGA-A2-A0T5-01Z-00-DX1.128C288B-B357-439B-A8D4-8E7DEBF73E4E.svs
Primary Tumor,9e24d1ce-8153-4f19-93dd-7beb2d660df0,8677d42c-aef1-444d-b9a2-0dbcced0e886.FPKM-UQ.txt.gz,TCGA-A2-A0T6,TCGA-A2-A0T6-01,TCGA-A2-A0T6-01A,TCGA-A2-A0T6-01Z,TCGA-A2-A0T6-01Z-00-DX1,TCGA-A2-A0T6-01Z-00-DX1.207A3883-5B41-40EB-95A1-D64C9610650B.svs
Primary Tumor,6d34666e-2e62-459e-952c-a674271d400e,996000bc-080d-4559-80bf-c5059838622a.FPKM-UQ.txt.gz,TCGA-A2-A0T7,TCGA-A2-A0T7-01,TCGA-A2-A0T7-01A,TCGA-A2-A0T7-01Z,TCGA-A2-A0T7-01Z-00-DX1,TCGA-A2-A0T7-01Z-00-DX1.EA4DF9B5-8D04-4BCC-9ECB-CB8CB8ACBE1C.svs
Primary Tumor,75e0a805-0a95-48db-baea-f7bd3c0b22f1,cbf61237-f5ba-4fa0-97be-e79e8e75a887.FPKM-UQ.txt.gz,TCGA-A2-A0YC,TCGA-A2-A0YC-01,TCGA-A2-A0YC-01A,TCGA-A2-A0YC-01Z,TCGA-A2-A0YC-01Z-00-DX1,TCGA-A2-A0YC-01Z-00-DX1.F01F2268-17D8-45FD-8917-FD89454D0709.svs
Primary Tumor,520b2701-0670-4bae-b36c-9a35a7c2e0bf,082418be-42c4-4717-95f4-755ed21d4366.FPKM-UQ.txt.gz,TCGA-A2-A0YD,TCGA-A2-A0YD-01,TCGA-A2-A0YD-01A,TCGA-A2-A0YD-01Z,TCGA-A2-A0YD-01Z-00-DX1,TCGA-A2-A0YD-01Z-00-DX1.B81FF541-F154-4C49-950B-B6CB723369E2.svs
Primary Tumor,8f71122a-3a89-426e-9edc-80095301544c,25de1c24-bb1d-40a7-b62f-b54d6184426c.FPKM-UQ.txt.gz,TCGA-A2-A0YE,TCGA-A2-A0YE-01,TCGA-A2-A0YE-01A,TCGA-A2-A0YE-01Z,TCGA-A2-A0YE-01Z-00-DX1,TCGA-A2-A0YE-01Z-00-DX1.8A2E3094-5755-42BC-969D-7F0A2ECA0F39.svs
Primary Tumor,62daeaed-c4c2-43c4-bea2-53801aba4cd8,b0ae2bb5-9b1b-47a3-abc7-76c02bf8a229.FPKM-UQ.txt.gz,TCGA-A2-A0YF,TCGA-A2-A0YF-01,TCGA-A2-A0YF-01A,TCGA-A2-A0YF-01Z,TCGA-A2-A0YF-01Z-00-DX1,TCGA-A2-A0YF-01Z-00-DX1.6166E995-0669-43D6-B9C7-FE39BCE529CF.svs
Primary Tumor,3d51c6ff-228f-4acf-9e16-3596954a7faf,e3067466-096f-4bea-993f-b0469a7e11e3.FPKM-UQ.txt.gz,TCGA-A2-A0YG,TCGA-A2-A0YG-01,TCGA-A2-A0YG-01A,TCGA-A2-A0YG-01Z,TCGA-A2-A0YG-01Z-00-DX1,TCGA-A2-A0YG-01Z-00-DX1.89A39319-F880-47DE-B311-DA1F6A64B6F3.svs
Primary Tumor,e4be3427-f8f5-4c4b-9fd8-0cd390795250,249869f5-8812-410c-89f8-2b7df632ac85.FPKM-UQ.txt.gz,TCGA-A2-A0YH,TCGA-A2-A0YH-01,TCGA-A2-A0YH-01A,TCGA-A2-A0YH-01Z,TCGA-A2-A0YH-01Z-00-DX1,TCGA-A2-A0YH-01Z-00-DX1.FBA5E711-8275-45B3-BC20-5A786EE23548.svs
Primary Tumor,94a38ae5-3fe2-45f0-8830-e6ad9c4a7fd1,a4cc111b-f49a-4aea-91ed-10e31c60d522.FPKM-UQ.txt.gz,TCGA-A2-A0YI,TCGA-A2-A0YI-01,TCGA-A2-A0YI-01A,TCGA-A2-A0YI-01Z,TCGA-A2-A0YI-01Z-00-DX1,TCGA-A2-A0YI-01Z-00-DX1.1CF2EC2D-C722-467F-8832-409B823E8D8F.svs
Primary Tumor,6201760e-931c-4e49-a994-ad681ee8036f,5af9d74c-549b-4a44-8918-b80b4bc6fab4.FPKM-UQ.txt.gz,TCGA-A2-A0YJ,TCGA-A2-A0YJ-01,TCGA-A2-A0YJ-01A,TCGA-A2-A0YJ-01Z,TCGA-A2-A0YJ-01Z-00-DX1,TCGA-A2-A0YJ-01Z-00-DX1.8135C74E-DAA8-4C8E-AF14-A4B5B57695BE.svs
Primary Tumor,aeb3ad79-c682-472d-80e1-fbc80bdd2fd9,d464fbfd-a937-41d5-ae6c-e4ad47b25c07.FPKM-UQ.txt.gz,TCGA-A2-A0YK,TCGA-A2-A0YK-01,TCGA-A2-A0YK-01A,TCGA-A2-A0YK-01Z,TCGA-A2-A0YK-01Z-00-DX1,TCGA-A2-A0YK-01Z-00-DX1.FB23FC30-B3B2-452A-A6B0-94129B333207.svs
Primary Tumor,449ebc20-e043-4c9f-84fe-bd668453eab4,b4219e05-aeeb-430d-9310-e6f1541e5ef1.FPKM-UQ.txt.gz,TCGA-A2-A0YL,TCGA-A2-A0YL-01,TCGA-A2-A0YL-01A,TCGA-A2-A0YL-01Z,TCGA-A2-A0YL-01Z-00-DX1,TCGA-A2-A0YL-01Z-00-DX1.69A438C7-B1E0-4990-B1E6-586C551DC79C.svs
Primary Tumor,05eb64fe-448a-419c-ae59-fc22292e5652,fe86fbf3-07cb-4d29-bc2b-58c5fbcd275c.FPKM-UQ.txt.gz,TCGA-A2-A0YM,TCGA-A2-A0YM-01,TCGA-A2-A0YM-01A,TCGA-A2-A0YM-01Z,TCGA-A2-A0YM-01Z-00-DX1,TCGA-A2-A0YM-01Z-00-DX1.A48B4C96-2CC5-464C-98B7-F0F92AE56533.svs
Primary Tumor,e355484d-ea93-4a0e-8957-8219ca85deb6,eaa01a14-f563-4076-8696-9064c9397e6a.FPKM-UQ.txt.gz,TCGA-A2-A0YT,TCGA-A2-A0YT-01,TCGA-A2-A0YT-01A,TCGA-A2-A0YT-01Z,TCGA-A2-A0YT-01Z-00-DX1,TCGA-A2-A0YT-01Z-00-DX1.63CA3E36-B3E4-4D3F-9F80-2703970DBE5B.svs
Primary Tumor,45d88ae8-4a89-47a8-b6c7-266094883188,db03f5de-67a4-4503-9742-2ec13cd94ab7.FPKM-UQ.txt.gz,TCGA-A2-A1FV,TCGA-A2-A1FV-01,TCGA-A2-A1FV-01A,TCGA-A2-A1FV-01Z,TCGA-A2-A1FV-01Z-00-DX1,TCGA-A2-A1FV-01Z-00-DX1.F70ACD9A-7819-4296-BD28-4D24BBA8AFF4.svs
Primary Tumor,bafca5a9-c5d1-43b8-a930-9656f87cb09e,98da76dd-0fb5-4313-a277-a122c205e843.FPKM-UQ.txt.gz,TCGA-A2-A1FW,TCGA-A2-A1FW-01,TCGA-A2-A1FW-01A,TCGA-A2-A1FW-01Z,TCGA-A2-A1FW-01Z-00-DX1,TCGA-A2-A1FW-01Z-00-DX1.DC2BC5D7-E57B-444E-833F-9A1B6E11DE6D.svs
Primary Tumor,5dab2349-b7a2-4d14-bd4f-042e1dbfe9b3,98fca957-e5a5-42e6-80f3-0711363b4c4c.FPKM-UQ.txt.gz,TCGA-A2-A1FX,TCGA-A2-A1FX-01,TCGA-A2-A1FX-01A,TCGA-A2-A1FX-01Z,TCGA-A2-A1FX-01Z-00-DX1,TCGA-A2-A1FX-01Z-00-DX1.35B93F3A-9959-4D72-A702-08B27563D24F.svs
Primary Tumor,f32bca6f-3b27-443e-94a2-eda9d71ce888,44caf0b5-d05f-49fd-b8ec-c32d0003c5f4.FPKM-UQ.txt.gz,TCGA-A2-A1FZ,TCGA-A2-A1FZ-01,TCGA-A2-A1FZ-01A,TCGA-A2-A1FZ-01Z,TCGA-A2-A1FZ-01Z-00-DX1,TCGA-A2-A1FZ-01Z-00-DX1.0BAAEF41-DCA4-4677-9A27-09E990033FA6.svs
Primary Tumor,dd989bc4-be3a-47a4-8671-6bb1f73fc7a7,41263b0e-e2db-4ecf-8152-136364e1ad66.FPKM-UQ.txt.gz,TCGA-A2-A1G0,TCGA-A2-A1G0-01,TCGA-A2-A1G0-01A,TCGA-A2-A1G0-01Z,TCGA-A2-A1G0-01Z-00-DX1,TCGA-A2-A1G0-01Z-00-DX1.9ECB0B8A-EF4E-45A9-82AC-EF36375DEF65.svs
Primary Tumor,6e533459-91bb-4c83-a1bc-e002884ba113,793d9283-e8c4-4548-8f2f-b57f94308b5c.FPKM-UQ.txt.gz,TCGA-A2-A1G1,TCGA-A2-A1G1-01,TCGA-A2-A1G1-01A,TCGA-A2-A1G1-01Z,TCGA-A2-A1G1-01Z-00-DX1,TCGA-A2-A1G1-01Z-00-DX1.E52A474F-DE13-41CF-94D4-D00BAC46ECF4.svs
Primary Tumor,3bbb105f-c5ac-4c7d-ad36-cd360edb87fe,1ead6cd1-6336-4ecd-9a0c-88c39bd52a03.FPKM-UQ.txt.gz,TCGA-A2-A1G4,TCGA-A2-A1G4-01,TCGA-A2-A1G4-01A,TCGA-A2-A1G4-01Z,TCGA-A2-A1G4-01Z-00-DX1,TCGA-A2-A1G4-01Z-00-DX1.0274DF5B-5920-419A-B778-2F04D9C602F2.svs
Primary Tumor,e2f55bcd-6837-4b19-a2e3-08e0f942d861,f9787d01-42ae-46a6-b098-9450cff06cf5.FPKM-UQ.txt.gz,TCGA-A2-A1G6,TCGA-A2-A1G6-01,TCGA-A2-A1G6-01A,TCGA-A2-A1G6-01Z,TCGA-A2-A1G6-01Z-00-DX1,TCGA-A2-A1G6-01Z-00-DX1.BCC3EC46-CEBF-4B37-BCF0-266D18170B54.svs
Primary Tumor,28a2068c-0221-408e-a499-0bafb6dfc243,08be86a0-bf15-4e7a-8ffd-1848ab648f9e.FPKM-UQ.txt.gz,TCGA-A2-A259,TCGA-A2-A259-01,TCGA-A2-A259-01A,TCGA-A2-A259-01Z,TCGA-A2-A259-01Z-00-DX1,TCGA-A2-A259-01Z-00-DX1.7289CD72-CB74-41D4-B4AC-4EA5FDFEC666.svs
Primary Tumor,63881294-a5d7-4379-86fb-9709effcbc11,5fa81a55-a556-4302-94ea-1249e51511f1.FPKM-UQ.txt.gz,TCGA-A2-A25A,TCGA-A2-A25A-01,TCGA-A2-A25A-01A,TCGA-A2-A25A-01Z,TCGA-A2-A25A-01Z-00-DX1,TCGA-A2-A25A-01Z-00-DX1.6D311E39-9F96-4775-B9DA-8D034D1AD1DC.svs
Primary Tumor,494f50f7-8895-4aba-acb3-0dddcbb6ca06,0fa42346-ce4a-4f63-832f-e347145b8c72.FPKM-UQ.txt.gz,TCGA-A2-A25B,TCGA-A2-A25B-01,TCGA-A2-A25B-01A,TCGA-A2-A25B-01Z,TCGA-A2-A25B-01Z-00-DX1,TCGA-A2-A25B-01Z-00-DX1.58D7BEDE-5558-4A9E-A95E-DDF24C9267EF.svs
Primary Tumor,97fdb46a-d7d3-4179-afcb-97a79882763b,103f15cb-936b-4859-a8d5-5cda17ffabcb.FPKM-UQ.txt.gz,TCGA-A2-A25C,TCGA-A2-A25C-01,TCGA-A2-A25C-01A,TCGA-A2-A25C-01Z,TCGA-A2-A25C-01Z-00-DX1,TCGA-A2-A25C-01Z-00-DX1.F8E6044A-435E-42D5-94FF-C0F572F1ED99.svs
Primary Tumor,fa0f4870-b7a3-419a-bcc1-08a247f3dbf1,3b187f2d-fa67-46a4-ad60-0d26375a9632.FPKM-UQ.txt.gz,TCGA-A2-A25D,TCGA-A2-A25D-01,TCGA-A2-A25D-01A,TCGA-A2-A25D-01Z,TCGA-A2-A25D-01Z-00-DX1,TCGA-A2-A25D-01Z-00-DX1.41DADDB8-3E3F-4F8F-8BE7-C43F8FBCFD2B.svs
Primary Tumor,3525949a-1210-4345-b3ec-3ca036e21602,a5dc521e-bee4-489c-8679-d4b90a327d33.FPKM-UQ.txt.gz,TCGA-A2-A25E,TCGA-A2-A25E-01,TCGA-A2-A25E-01A,TCGA-A2-A25E-01Z,TCGA-A2-A25E-01Z-00-DX1,TCGA-A2-A25E-01Z-00-DX1.46D1950B-0BAF-4A44-B58F-CD738E74CB27.svs
Primary Tumor,e2f0338d-c2cf-463d-b876-e657b2d34787,87a1f0a2-5c97-4e4f-92f0-af2259c42be7.FPKM-UQ.txt.gz,TCGA-A2-A25F,TCGA-A2-A25F-01,TCGA-A2-A25F-01A,TCGA-A2-A25F-01Z,TCGA-A2-A25F-01Z-00-DX1,TCGA-A2-A25F-01Z-00-DX1.87499CD4-E41C-46B1-AAF3-5CE881F2B8BC.svs
Primary Tumor,3d8da5f0-7942-4474-b6f6-acc90aeb5194,4a0d9b7a-427c-4446-9fbd-ebb4b55b0469.FPKM-UQ.txt.gz,TCGA-A2-A3KC,TCGA-A2-A3KC-01,TCGA-A2-A3KC-01A,TCGA-A2-A3KC-01Z,TCGA-A2-A3KC-01Z-00-DX1,TCGA-A2-A3KC-01Z-00-DX1.2532878B-49E2-48D5-82D5-00730C90EEF8.svs
Primary Tumor,02cc8488-3267-42c8-8c59-b34dd03a87fe,720b9121-0bc4-4ff8-8a36-f146fea4da3c.FPKM-UQ.txt.gz,TCGA-A2-A3KD,TCGA-A2-A3KD-01,TCGA-A2-A3KD-01A,TCGA-A2-A3KD-01Z,TCGA-A2-A3KD-01Z-00-DX1,TCGA-A2-A3KD-01Z-00-DX1.E400D529-A0D1-4C78-AD5C-33EB0508B128.svs
Primary Tumor,5f76961e-314b-4197-8503-579bb7137cc4,0e397288-82e4-48c7-9332-2ce733befdae.FPKM-UQ.txt.gz,TCGA-A2-A3XS,TCGA-A2-A3XS-01,TCGA-A2-A3XS-01A,TCGA-A2-A3XS-01Z,TCGA-A2-A3XS-01Z-00-DX1,TCGA-A2-A3XS-01Z-00-DX1.867925C0-91D8-40A0-9FEA-25A635AC31E7.svs
Primary Tumor,a3464347-14c1-4492-bced-75a29d704c04,8b7009e8-9021-48d7-a603-3c6038635252.FPKM-UQ.txt.gz,TCGA-A2-A3XT,TCGA-A2-A3XT-01,TCGA-A2-A3XT-01A,TCGA-A2-A3XT-01Z,TCGA-A2-A3XT-01Z-00-DX1,TCGA-A2-A3XT-01Z-00-DX1.336D6C78-576A-481B-8C83-F3A0FC4B182C.svs
Primary Tumor,38232c14-4096-430c-b41f-18b2ff20f6b0,6e1f1d9f-85b3-4ed0-87f0-94aa404e1ca6.FPKM-UQ.txt.gz,TCGA-A2-A3XU,TCGA-A2-A3XU-01,TCGA-A2-A3XU-01A,TCGA-A2-A3XU-01Z,TCGA-A2-A3XU-01Z-00-DX1,TCGA-A2-A3XU-01Z-00-DX1.174A92D4-50B2-4A59-AD31-D5EC5BBF2F65.svs
Primary Tumor,da3bccb9-d9c9-4699-a832-190041aa15a8,94dcaa51-315e-43d9-875c-4c4ae2e9bef3.FPKM-UQ.txt.gz,TCGA-A2-A3XV,TCGA-A2-A3XV-01,TCGA-A2-A3XV-01A,TCGA-A2-A3XV-01Z,TCGA-A2-A3XV-01Z-00-DX1,TCGA-A2-A3XV-01Z-00-DX1.4B58B7CD-B3F6-4C31-863F-924D291EF17C.svs
Primary Tumor,ba367de5-c043-4aea-9882-7c53e7321c4a,e54638eb-8b35-4cf1-af4e-3411dfbd1ba2.FPKM-UQ.txt.gz,TCGA-A2-A3XW,TCGA-A2-A3XW-01,TCGA-A2-A3XW-01A,TCGA-A2-A3XW-01Z,TCGA-A2-A3XW-01Z-00-DX1,TCGA-A2-A3XW-01Z-00-DX1.45F5F36F-5503-4A38-AF37-E526915A8DBE.svs
Primary Tumor,7a69b6b8-2327-42f1-b881-3c0596df6265,7795a8f6-c33c-47f5-95f8-f976e8e15bd2.FPKM-UQ.txt.gz,TCGA-A2-A3XX,TCGA-A2-A3XX-01,TCGA-A2-A3XX-01A,TCGA-A2-A3XX-01Z,TCGA-A2-A3XX-01Z-00-DX1,TCGA-A2-A3XX-01Z-00-DX1.03C6D70F-2833-4E97-91B7-DE70CD083D92.svs
Primary Tumor,57d52520-ceec-4e75-a0c2-9be5f1c42599,1fb17947-620e-4655-8b19-7adef7238ab5.FPKM-UQ.txt.gz,TCGA-A2-A3XY,TCGA-A2-A3XY-01,TCGA-A2-A3XY-01A,TCGA-A2-A3XY-01Z,TCGA-A2-A3XY-01Z-00-DX1,TCGA-A2-A3XY-01Z-00-DX1.E57FC9BF-411E-4028-AC10-8BCA5D0C8472.svs
Primary Tumor,c5324bf8-c14a-4059-8213-9e606cafa006,d827a931-364f-4e8f-8a50-d600f619be5f.FPKM-UQ.txt.gz,TCGA-A2-A3XZ,TCGA-A2-A3XZ-01,TCGA-A2-A3XZ-01A,TCGA-A2-A3XZ-01Z,TCGA-A2-A3XZ-01Z-00-DX1,TCGA-A2-A3XZ-01Z-00-DX1.B7A1344E-7015-4A21-B3D4-EB760161BE7C.svs
Primary Tumor,50b7dec0-d871-42da-bb8a-a91a6bc47cd5,fdc8ad41-ba94-485d-8bd6-6ea2794847f2.FPKM-UQ.txt.gz,TCGA-A2-A3Y0,TCGA-A2-A3Y0-01,TCGA-A2-A3Y0-01A,TCGA-A2-A3Y0-01Z,TCGA-A2-A3Y0-01Z-00-DX1,TCGA-A2-A3Y0-01Z-00-DX1.A1EDDF82-FFAA-44A4-A749-7FB6F8133CC0.svs
Primary Tumor,da394c1b-e209-442a-96eb-192460ccd807,a9f75c82-3489-4b20-bf60-59fe5ef83f21.FPKM-UQ.txt.gz,TCGA-A2-A4RW,TCGA-A2-A4RW-01,TCGA-A2-A4RW-01A,TCGA-A2-A4RW-01Z,TCGA-A2-A4RW-01Z-00-DX1,TCGA-A2-A4RW-01Z-00-DX1.4AF8656E-2478-4895-8C59-B0C969F3E474.svs
Primary Tumor,1ae5a5e0-5906-44f3-96d1-888fec60bc24,d1245d77-44fd-4238-82ce-b52bc519a24a.FPKM-UQ.txt.gz,TCGA-A2-A4RX,TCGA-A2-A4RX-01,TCGA-A2-A4RX-01A,TCGA-A2-A4RX-01Z,TCGA-A2-A4RX-01Z-00-DX1,TCGA-A2-A4RX-01Z-00-DX1.E2C96C9D-5023-4F41-8CC8-24C6E015B252.svs
Primary Tumor,8b2af482-f081-4ab5-815c-56f1aec40b78,e608cde5-d4c9-4972-8c69-8bc04e6ded95.FPKM-UQ.txt.gz,TCGA-A2-A4RY,TCGA-A2-A4RY-01,TCGA-A2-A4RY-01A,TCGA-A2-A4RY-01Z,TCGA-A2-A4RY-01Z-00-DX1,TCGA-A2-A4RY-01Z-00-DX1.143E32FC-E10F-4590-9C72-32094B24EF8C.svs
Primary Tumor,f9675d70-7cdb-42ed-a2d3-c49413fec54a,31e5c917-1866-4156-9eaa-84a72c310edc.FPKM-UQ.txt.gz,TCGA-A2-A4S0,TCGA-A2-A4S0-01,TCGA-A2-A4S0-01A,TCGA-A2-A4S0-01Z,TCGA-A2-A4S0-01Z-00-DX1,TCGA-A2-A4S0-01Z-00-DX1.5878187D-325F-4274-BE41-86BB2BA5F841.svs
Primary Tumor,5f93f4bc-d2ef-4442-915c-4a26b8522247,559102b0-8f67-4bfb-ae0d-bfc74f439198.FPKM-UQ.txt.gz,TCGA-A2-A4S1,TCGA-A2-A4S1-01,TCGA-A2-A4S1-01A,TCGA-A2-A4S1-01Z,TCGA-A2-A4S1-01Z-00-DX1,TCGA-A2-A4S1-01Z-00-DX1.C69B14F6-5021-4FD8-8F2D-70227A5DA2B1.svs
Primary Tumor,cef559d3-439e-4014-8133-c244081b3644,e14e717e-76d5-4474-a3ad-b902f7c157bf.FPKM-UQ.txt.gz,TCGA-A2-A4S2,TCGA-A2-A4S2-01,TCGA-A2-A4S2-01A,TCGA-A2-A4S2-01Z,TCGA-A2-A4S2-01Z-00-DX1,TCGA-A2-A4S2-01Z-00-DX1.D779B63B-8817-43F1-A8F4-236C82DB78F8.svs
Primary Tumor,85529708-a5e5-400c-b472-945837ecb9a4,3ef6e68c-dde3-4c06-9a68-e99db9fb2a5c.FPKM-UQ.txt.gz,TCGA-A2-A4S3,TCGA-A2-A4S3-01,TCGA-A2-A4S3-01A,TCGA-A2-A4S3-01Z,TCGA-A2-A4S3-01Z-00-DX1,TCGA-A2-A4S3-01Z-00-DX1.50699E65-E536-4C9B-93A7-4C9894624A29.svs
Primary Tumor,eb7c97e5-3c3a-4b5a-a5bc-5334bc48bcd4,996415ad-eec3-4712-a0c7-e099ff6df33b.FPKM-UQ.txt.gz,TCGA-A7-A0CD,TCGA-A7-A0CD-01,TCGA-A7-A0CD-01A,TCGA-A7-A0CD-01Z,TCGA-A7-A0CD-01Z-00-DX2,TCGA-A7-A0CD-01Z-00-DX2.609CED8D-5947-4753-A75B-73A8343B47EC.svs
